forecast_id,forecast_date,store_id,item_id,dc_id,forecast_week,forecast_units,forecast_cases,ci_low,ci_high,actual_units,forecast_bias,mape,model_version
27216,2024-07-14,28,152,DC015,28,15,1,12,18,12,-3,25.0,v2.8
27217,2024-07-14,28,745,DC006,28,24,2,19,28,21,-3,14.29,v3.6
27218,2024-07-14,28,145,DC003,28,17,1,13,20,17,0,0.0,v2.7
27219,2024-07-14,28,255,DC003,28,22,1,17,26,23,1,4.35,v3.0
27220,2024-07-14,28,410,DC024,28,27,2,21,32,24,-3,12.5,v3.7
27221,2024-07-14,28,96,DC015,28,20,1,16,24,16,-4,25.0,v2.1
27222,2024-07-14,28,105,DC006,28,19,1,15,22,22,3,13.64,v3.2
27223,2024-07-14,28,39,DC003,28,22,1,17,26,18,-4,22.22,v2.7
27224,2024-07-14,28,425,DC013,28,18,1,14,21,16,-2,12.5,v1.8
27225,2024-07-14,28,14,DC005,28,21,1,16,25,17,-4,23.53,v1.8
27226,2024-07-14,28,860,DC009,28,18,1,14,21,15,-3,20.0,v1.0
27227,2024-07-14,28,726,DC009,28,15,1,12,18,17,2,11.76,v3.0
27228,2024-07-14,28,440,DC017,28,20,1,16,24,20,0,0.0,v3.8
27229,2024-07-14,28,834,DC013,28,22,1,17,26,25,3,12.0,v3.4
27230,2024-07-14,28,259,DC023,28,16,1,12,19,15,-1,6.67,v1.0
27231,2024-07-14,28,786,DC018,28,14,1,11,16,15,1,6.67,v2.1
27232,2024-07-14,28,531,DC019,28,17,1,13,20,19,2,10.53,v3.2
27233,2024-07-14,28,577,DC018,28,20,1,16,24,19,-1,5.26,v1.1
27234,2024-07-14,28,814,DC004,28,18,1,14,21,18,0,0.0,v3.7
27235,2024-07-14,28,45,DC004,28,20,1,16,24,20,0,0.0,v1.6
27236,2024-07-14,28,217,DC021,28,14,1,11,16,13,-1,7.69,v1.0
27237,2024-07-14,28,380,DC015,28,15,1,12,18,16,1,6.25,v1.7
27238,2024-07-14,28,465,DC020,28,25,2,20,30,29,4,13.79,v1.0
27239,2024-07-14,28,200,DC018,28,28,2,22,33,25,-3,12.0,v1.5
27240,2024-07-14,28,337,DC003,28,25,2,20,30,21,-4,19.05,v2.1
27241,2024-07-14,28,47,DC023,28,17,1,13,20,17,0,0.0,v3.6
27242,2024-07-14,28,12,DC018,28,11,1,8,13,9,-2,22.22,v2.6
27243,2024-07-14,28,316,DC024,28,19,1,15,22,17,-2,11.76,v1.1
27244,2024-07-14,28,708,DC010,28,26,2,20,31,30,4,13.33,v3.8
27245,2024-07-14,28,896,DC001,28,27,2,21,32,23,-4,17.39,v1.3
27246,2024-07-14,28,668,DC003,28,21,1,16,25,19,-2,10.53,v1.6
27247,2024-07-14,28,625,DC015,28,26,2,20,31,22,-4,18.18,v2.1
27248,2024-07-14,28,90,DC015,28,21,1,16,25,22,1,4.55,v2.6
27249,2024-07-14,28,830,DC006,28,20,1,16,24,18,-2,11.11,v3.9
27250,2024-07-14,28,457,DC006,28,16,1,12,19,14,-2,14.29,v2.6
27251,2024-07-14,37,854,DC009,28,16,1,12,19,13,-3,23.08,v1.5
27252,2024-07-14,37,248,DC017,28,25,2,20,30,27,2,7.41,v2.0
27253,2024-07-14,37,447,DC004,28,16,1,12,19,13,-3,23.08,v1.7
27254,2024-07-14,37,892,DC013,28,24,2,19,28,22,-2,9.09,v3.7
27255,2024-07-14,37,704,DC011,28,23,1,18,27,22,-1,4.55,v2.8
27256,2024-07-14,37,923,DC015,28,27,2,21,32,24,-3,12.5,v2.8
27257,2024-07-14,37,357,DC015,28,18,1,14,21,18,0,0.0,v3.1
27258,2024-07-14,37,336,DC005,28,26,2,20,31,29,3,10.34,v2.8
27259,2024-07-14,37,507,DC024,28,20,1,16,24,20,0,0.0,v1.2
27260,2024-07-14,37,51,DC025,28,23,1,18,27,23,0,0.0,v2.9
27261,2024-07-14,37,656,DC019,28,24,2,19,28,25,1,4.0,v2.5
27262,2024-07-14,37,935,DC003,28,24,2,19,28,27,3,11.11,v1.9
27263,2024-07-14,37,367,DC011,28,18,1,14,21,14,-4,28.57,v2.4
27264,2024-07-14,37,395,DC007,28,17,1,13,20,18,1,5.56,v3.1
27265,2024-07-14,37,258,DC006,28,24,2,19,28,25,1,4.0,v2.2
27266,2024-07-14,37,152,DC003,28,22,1,17,26,20,-2,10.0,v1.4
27267,2024-07-14,37,745,DC016,28,23,1,18,27,26,3,11.54,v2.2
27268,2024-07-14,37,145,DC024,28,15,1,12,18,14,-1,7.14,v1.4
27269,2024-07-14,37,255,DC019,28,15,1,12,18,15,0,0.0,v3.2
27270,2024-07-14,37,410,DC020,28,20,1,16,24,23,3,13.04,v2.9
27271,2024-07-14,37,96,DC002,28,18,1,14,21,15,-3,20.0,v1.7
27272,2024-07-14,37,105,DC013,28,23,1,18,27,19,-4,21.05,v2.5
27273,2024-07-14,37,39,DC021,28,27,2,21,32,28,1,3.57,v2.7
27274,2024-07-14,37,425,DC007,28,19,1,15,22,15,-4,26.67,v1.2
27275,2024-07-14,37,14,DC001,28,16,1,12,19,15,-1,6.67,v3.1
27276,2024-07-14,37,860,DC001,28,12,1,9,14,13,1,7.69,v2.2
27277,2024-07-14,37,726,DC004,28,14,1,11,16,14,0,0.0,v2.2
27278,2024-07-14,37,440,DC009,28,24,2,19,28,26,2,7.69,v2.2
27279,2024-07-14,37,834,DC017,28,25,2,20,30,27,2,7.41,v1.9
27280,2024-07-14,37,259,DC016,28,13,1,10,15,10,-3,30.0,v1.5
27281,2024-07-14,37,786,DC018,28,19,1,15,22,16,-3,18.75,v1.8
27282,2024-07-14,37,531,DC015,28,17,1,13,20,15,-2,13.33,v2.9
27283,2024-07-14,37,577,DC018,28,25,2,20,30,20,-5,25.0,v1.1
27284,2024-07-14,37,814,DC001,28,14,1,11,16,13,-1,7.69,v1.2
27285,2024-07-14,37,45,DC009,28,17,1,13,20,17,0,0.0,v3.6
27286,2024-07-14,37,217,DC002,28,29,2,23,34,27,-2,7.41,v1.0
27287,2024-07-14,37,380,DC013,28,20,1,16,24,21,1,4.76,v3.7
27288,2024-07-14,37,465,DC002,28,18,1,14,21,16,-2,12.5,v3.8
27289,2024-07-14,37,200,DC011,28,24,2,19,28,26,2,7.69,v2.9
27290,2024-07-14,37,337,DC012,28,29,2,23,34,23,-6,26.09,v3.1
27291,2024-07-14,37,47,DC001,28,23,1,18,27,23,0,0.0,v3.1
27292,2024-07-14,37,12,DC016,28,19,1,15,22,22,3,13.64,v1.4
27293,2024-07-14,37,316,DC011,28,25,2,20,30,23,-2,8.7,v3.5
27294,2024-07-14,37,708,DC021,28,21,1,16,25,18,-3,16.67,v1.0
27295,2024-07-14,37,896,DC016,28,15,1,12,18,16,1,6.25,v2.7
27296,2024-07-14,37,668,DC024,28,16,1,12,19,18,2,11.11,v3.4
27297,2024-07-14,37,625,DC011,28,19,1,15,22,19,0,0.0,v2.4
27298,2024-07-14,37,90,DC015,28,16,1,12,19,13,-3,23.08,v1.6
27299,2024-07-14,37,830,DC004,28,16,1,12,19,13,-3,23.08,v3.6
27300,2024-07-14,37,457,DC007,28,23,1,18,27,27,4,14.81,v3.1
27301,2024-07-14,43,854,DC012,28,20,1,16,24,21,1,4.76,v1.0
27302,2024-07-14,43,248,DC017,28,18,1,14,21,21,3,14.29,v2.9
27303,2024-07-14,43,447,DC014,28,15,1,12,18,14,-1,7.14,v3.2
27304,2024-07-14,43,892,DC013,28,24,2,19,28,28,4,14.29,v2.1
27305,2024-07-14,43,704,DC007,28,23,1,18,27,20,-3,15.0,v3.5
27306,2024-07-14,43,923,DC021,28,28,2,22,33,30,2,6.67,v2.4
27307,2024-07-14,43,357,DC009,28,18,1,14,21,17,-1,5.88,v1.1
27308,2024-07-14,43,336,DC009,28,15,1,12,18,14,-1,7.14,v3.4
27309,2024-07-14,43,507,DC004,28,24,2,19,28,21,-3,14.29,v3.3
27310,2024-07-14,43,51,DC006,28,18,1,14,21,21,3,14.29,v2.5
27311,2024-07-14,43,656,DC011,28,13,1,10,15,12,-1,8.33,v3.7
27312,2024-07-14,43,935,DC008,28,21,1,16,25,24,3,12.5,v3.8
27313,2024-07-14,43,367,DC008,28,25,2,20,30,26,1,3.85,v1.9
27314,2024-07-14,43,395,DC012,28,12,1,9,14,13,1,7.69,v3.1
27315,2024-07-14,43,258,DC007,28,22,1,17,26,25,3,12.0,v3.4
27316,2024-07-14,43,152,DC016,28,26,2,20,31,23,-3,13.04,v1.2
27317,2024-07-14,43,745,DC011,28,19,1,15,22,21,2,9.52,v3.0
27318,2024-07-14,43,145,DC009,28,18,1,14,21,19,1,5.26,v1.1
27319,2024-07-14,43,255,DC016,28,24,2,19,28,25,1,4.0,v3.0
27320,2024-07-14,43,410,DC006,28,25,2,20,30,29,4,13.79,v2.1
27321,2024-07-14,43,96,DC004,28,23,1,18,27,25,2,8.0,v2.1
27322,2024-07-14,43,105,DC022,28,17,1,13,20,16,-1,6.25,v3.4
27323,2024-07-14,43,39,DC005,28,15,1,12,18,15,0,0.0,v3.1
27324,2024-07-14,43,425,DC010,28,3,1,2,3,3,0,0.0,v1.3
27325,2024-07-14,43,14,DC008,28,23,1,18,27,24,1,4.17,v1.1
27326,2024-07-14,43,860,DC019,28,20,1,16,24,17,-3,17.65,v3.7
27327,2024-07-14,43,726,DC002,28,14,1,11,16,13,-1,7.69,v2.4
27328,2024-07-14,43,440,DC011,28,18,1,14,21,18,0,0.0,v3.7
27329,2024-07-14,43,834,DC009,28,23,1,18,27,19,-4,21.05,v3.6
27330,2024-07-14,43,259,DC021,28,15,1,12,18,14,-1,7.14,v1.6
27331,2024-07-14,43,786,DC019,28,20,1,16,24,23,3,13.04,v1.0
27332,2024-07-14,43,531,DC013,28,26,2,20,31,30,4,13.33,v3.2
27333,2024-07-14,43,577,DC018,28,22,1,17,26,19,-3,15.79,v1.9
27334,2024-07-14,43,814,DC018,28,18,1,14,21,17,-1,5.88,v3.7
27335,2024-07-14,43,45,DC016,28,29,2,23,34,25,-4,16.0,v1.9
27336,2024-07-14,43,217,DC016,28,19,1,15,22,16,-3,18.75,v2.2
27337,2024-07-14,43,380,DC002,28,21,1,16,25,20,-1,5.0,v2.5
27338,2024-07-14,43,465,DC007,28,22,1,17,26,19,-3,15.79,v3.5
27339,2024-07-14,43,200,DC018,28,22,1,17,26,21,-1,4.76,v1.9
27340,2024-07-14,43,337,DC015,28,12,1,9,14,10,-2,20.0,v3.7
27341,2024-07-14,43,47,DC004,28,19,1,15,22,16,-3,18.75,v3.5
27342,2024-07-14,43,12,DC002,28,21,1,16,25,18,-3,16.67,v3.9
27343,2024-07-14,43,316,DC025,28,24,2,19,28,23,-1,4.35,v2.9
27344,2024-07-14,43,708,DC024,28,23,1,18,27,26,3,11.54,v3.5
27345,2024-07-14,43,896,DC014,28,17,1,13,20,18,1,5.56,v3.2
27346,2024-07-14,43,668,DC016,28,22,1,17,26,22,0,0.0,v3.2
27347,2024-07-14,43,625,DC008,28,21,1,16,25,21,0,0.0,v2.5
27348,2024-07-14,43,90,DC009,28,20,1,16,24,20,0,0.0,v2.9
27349,2024-07-14,43,830,DC015,28,16,1,12,19,14,-2,14.29,v3.9
27350,2024-07-14,43,457,DC010,28,21,1,16,25,17,-4,23.53,v2.7
27351,2024-07-14,30,854,DC013,28,17,1,13,20,14,-3,21.43,v3.7
27352,2024-07-14,30,248,DC022,28,31,2,24,37,27,-4,14.81,v3.8
27353,2024-07-14,30,447,DC004,28,22,1,17,26,19,-3,15.79,v3.2
27354,2024-07-14,30,892,DC010,28,22,1,17,26,17,-5,29.41,v3.5
27355,2024-07-14,30,704,DC011,28,25,2,20,30,28,3,10.71,v1.2
27356,2024-07-14,30,923,DC021,28,19,1,15,22,22,3,13.64,v2.4
27357,2024-07-14,30,357,DC010,28,14,1,11,16,11,-3,27.27,v3.9
27358,2024-07-14,30,336,DC024,28,26,2,20,31,29,3,10.34,v1.8
27359,2024-07-14,30,507,DC023,28,18,1,14,21,20,2,10.0,v2.9
27360,2024-07-14,30,51,DC004,28,18,1,14,21,20,2,10.0,v2.3
27361,2024-07-14,30,656,DC018,28,18,1,14,21,15,-3,20.0,v3.4
27362,2024-07-14,30,935,DC010,28,13,1,10,15,13,0,0.0,v3.7
27363,2024-07-14,30,367,DC010,28,15,1,12,18,12,-3,25.0,v2.3
27364,2024-07-14,30,395,DC003,28,19,1,15,22,19,0,0.0,v1.3
27365,2024-07-14,30,258,DC003,28,6,1,4,7,5,-1,20.0,v2.3
27366,2024-07-14,30,152,DC024,28,15,1,12,18,16,1,6.25,v2.3
27367,2024-07-14,30,745,DC025,28,14,1,11,16,15,1,6.67,v1.5
27368,2024-07-14,30,145,DC014,28,14,1,11,16,11,-3,27.27,v1.9
27369,2024-07-14,30,255,DC024,28,23,1,18,27,27,4,14.81,v2.4
27370,2024-07-14,30,410,DC002,28,17,1,13,20,17,0,0.0,v3.9
27371,2024-07-14,30,96,DC003,28,25,2,20,30,27,2,7.41,v1.4
27372,2024-07-14,30,105,DC015,28,23,1,18,27,20,-3,15.0,v3.7
27373,2024-07-14,30,39,DC008,28,16,1,12,19,14,-2,14.29,v2.6
27374,2024-07-14,30,425,DC009,28,21,1,16,25,16,-5,31.25,v2.0
27375,2024-07-14,30,14,DC019,28,18,1,14,21,17,-1,5.88,v1.9
27376,2024-07-14,30,860,DC006,28,31,2,24,37,36,5,13.89,v2.8
27377,2024-07-14,30,726,DC013,28,19,1,15,22,22,3,13.64,v1.5
27378,2024-07-14,30,440,DC014,28,24,2,19,28,23,-1,4.35,v2.9
27379,2024-07-14,30,834,DC003,28,28,2,22,33,27,-1,3.7,v1.7
27380,2024-07-14,30,259,DC012,28,23,1,18,27,24,1,4.17,v2.1
27381,2024-07-14,30,786,DC006,28,14,1,11,16,15,1,6.67,v2.5
27382,2024-07-14,30,531,DC005,28,25,2,20,30,29,4,13.79,v3.2
27383,2024-07-14,30,577,DC019,28,18,1,14,21,18,0,0.0,v2.7
27384,2024-07-14,30,814,DC004,28,21,1,16,25,19,-2,10.53,v1.6
27385,2024-07-14,30,45,DC007,28,25,2,20,30,25,0,0.0,v2.9
27386,2024-07-14,30,217,DC010,28,23,1,18,27,26,3,11.54,v3.1
27387,2024-07-14,30,380,DC019,28,21,1,16,25,18,-3,16.67,v3.0
27388,2024-07-14,30,465,DC016,28,25,2,20,30,22,-3,13.64,v2.4
27389,2024-07-14,30,200,DC013,28,20,1,16,24,18,-2,11.11,v3.8
27390,2024-07-14,30,337,DC018,28,23,1,18,27,25,2,8.0,v1.4
27391,2024-07-14,30,47,DC016,28,16,1,12,19,16,0,0.0,v3.2
27392,2024-07-14,30,12,DC017,28,20,1,16,24,18,-2,11.11,v1.5
27393,2024-07-14,30,316,DC017,28,25,2,20,30,27,2,7.41,v3.6
27394,2024-07-14,30,708,DC016,28,18,1,14,21,16,-2,12.5,v3.1
27395,2024-07-14,30,896,DC003,28,26,2,20,31,20,-6,30.0,v2.9
27396,2024-07-14,30,668,DC015,28,18,1,14,21,19,1,5.26,v1.3
27397,2024-07-14,30,625,DC024,28,14,1,11,16,13,-1,7.69,v1.9
27398,2024-07-14,30,90,DC025,28,25,2,20,30,22,-3,13.64,v1.3
27399,2024-07-14,30,830,DC018,28,18,1,14,21,21,3,14.29,v2.5
27400,2024-07-14,30,457,DC004,28,14,1,11,16,15,1,6.67,v2.6
27401,2024-07-14,25,854,DC022,28,12,1,9,14,12,0,0.0,v3.8
27402,2024-07-14,25,248,DC007,28,22,1,17,26,24,2,8.33,v1.7
27403,2024-07-14,25,447,DC003,28,25,2,20,30,20,-5,25.0,v2.0
27404,2024-07-14,25,892,DC016,28,16,1,12,19,14,-2,14.29,v3.1
27405,2024-07-14,25,704,DC009,28,23,1,18,27,23,0,0.0,v1.4
27406,2024-07-14,25,923,DC018,28,18,1,14,21,18,0,0.0,v1.8
27407,2024-07-14,25,357,DC022,28,12,1,9,14,13,1,7.69,v3.2
27408,2024-07-14,25,336,DC025,28,17,1,13,20,14,-3,21.43,v2.8
27409,2024-07-14,25,507,DC019,28,10,1,8,12,11,1,9.09,v1.7
27410,2024-07-14,25,51,DC009,28,13,1,10,15,15,2,13.33,v2.3
27411,2024-07-14,25,656,DC010,28,28,2,22,33,30,2,6.67,v2.6
27412,2024-07-14,25,935,DC009,28,18,1,14,21,19,1,5.26,v2.8
27413,2024-07-14,25,367,DC013,28,18,1,14,21,14,-4,28.57,v1.1
27414,2024-07-14,25,395,DC022,28,15,1,12,18,17,2,11.76,v2.4
27415,2024-07-14,25,258,DC025,28,15,1,12,18,16,1,6.25,v1.9
27416,2024-07-14,25,152,DC009,28,27,2,21,32,22,-5,22.73,v2.5
27417,2024-07-14,25,745,DC008,28,24,2,19,28,19,-5,26.32,v2.6
27418,2024-07-14,25,145,DC007,28,34,2,27,40,38,4,10.53,v2.7
27419,2024-07-14,25,255,DC018,28,21,1,16,25,24,3,12.5,v1.9
27420,2024-07-14,25,410,DC006,28,26,2,20,31,24,-2,8.33,v1.3
27421,2024-07-14,25,96,DC007,28,25,2,20,30,21,-4,19.05,v2.6
27422,2024-07-14,25,105,DC021,28,28,2,22,33,32,4,12.5,v3.3
27423,2024-07-14,25,39,DC014,28,10,1,8,12,8,-2,25.0,v2.3
27424,2024-07-14,25,425,DC001,28,18,1,14,21,16,-2,12.5,v1.1
27425,2024-07-14,25,14,DC005,28,19,1,15,22,21,2,9.52,v2.3
27426,2024-07-14,25,860,DC022,28,16,1,12,19,15,-1,6.67,v2.7
27427,2024-07-14,25,726,DC012,28,26,2,20,31,31,5,16.13,v2.8
27428,2024-07-14,25,440,DC003,28,18,1,14,21,16,-2,12.5,v3.8
27429,2024-07-14,25,834,DC002,28,22,1,17,26,26,4,15.38,v3.9
27430,2024-07-14,25,259,DC018,28,11,1,8,13,10,-1,10.0,v1.7
27431,2024-07-14,25,786,DC015,28,19,1,15,22,20,1,5.0,v3.1
27432,2024-07-14,25,531,DC021,28,21,1,16,25,17,-4,23.53,v3.8
27433,2024-07-14,25,577,DC008,28,15,1,12,18,14,-1,7.14,v3.6
27434,2024-07-14,25,814,DC015,28,19,1,15,22,20,1,5.0,v3.8
27435,2024-07-14,25,45,DC018,28,26,2,20,31,25,-1,4.0,v2.0
27436,2024-07-14,25,217,DC018,28,16,1,12,19,18,2,11.11,v2.6
27437,2024-07-14,25,380,DC009,28,20,1,16,24,16,-4,25.0,v2.3
27438,2024-07-14,25,465,DC004,28,24,2,19,28,20,-4,20.0,v1.7
27439,2024-07-14,25,200,DC015,28,13,1,10,15,13,0,0.0,v3.1
27440,2024-07-14,25,337,DC016,28,24,2,19,28,27,3,11.11,v2.3
27441,2024-07-14,25,47,DC018,28,15,1,12,18,13,-2,15.38,v3.0
27442,2024-07-14,25,12,DC015,28,16,1,12,19,15,-1,6.67,v3.4
27443,2024-07-14,25,316,DC011,28,20,1,16,24,18,-2,11.11,v3.0
27444,2024-07-14,25,708,DC002,28,17,1,13,20,14,-3,21.43,v1.1
27445,2024-07-14,25,896,DC024,28,22,1,17,26,20,-2,10.0,v3.8
27446,2024-07-14,25,668,DC017,28,11,1,8,13,9,-2,22.22,v2.8
27447,2024-07-14,25,625,DC019,28,9,1,7,10,8,-1,12.5,v2.2
27448,2024-07-14,25,90,DC003,28,18,1,14,21,18,0,0.0,v3.0
27449,2024-07-14,25,830,DC018,28,19,1,15,22,21,2,9.52,v1.4
27450,2024-07-14,25,457,DC018,28,20,1,16,24,18,-2,11.11,v2.5
27451,2024-07-14,3,854,DC018,28,15,1,12,18,13,-2,15.38,v3.1
27452,2024-07-14,3,248,DC018,28,19,1,15,22,17,-2,11.76,v1.1
27453,2024-07-14,3,447,DC013,28,15,1,12,18,14,-1,7.14,v3.2
27454,2024-07-14,3,892,DC020,28,12,1,9,14,10,-2,20.0,v1.5
27455,2024-07-14,3,704,DC021,28,24,2,19,28,25,1,4.0,v1.0
27456,2024-07-14,3,923,DC003,28,14,1,11,16,12,-2,16.67,v2.0
27457,2024-07-14,3,357,DC013,28,16,1,12,19,13,-3,23.08,v3.1
27458,2024-07-14,3,336,DC004,28,21,1,16,25,19,-2,10.53,v2.1
27459,2024-07-14,3,507,DC002,28,22,1,17,26,19,-3,15.79,v3.1
27460,2024-07-14,3,51,DC008,28,23,1,18,27,24,1,4.17,v3.7
27461,2024-07-14,3,656,DC016,28,20,1,16,24,21,1,4.76,v1.6
27462,2024-07-14,3,935,DC002,28,20,1,16,24,22,2,9.09,v1.6
27463,2024-07-14,3,367,DC002,28,24,2,19,28,20,-4,20.0,v2.8
27464,2024-07-14,3,395,DC014,28,17,1,13,20,14,-3,21.43,v1.4
27465,2024-07-14,3,258,DC022,28,16,1,12,19,18,2,11.11,v2.1
27466,2024-07-14,3,152,DC018,28,21,1,16,25,22,1,4.55,v2.4
27467,2024-07-14,3,745,DC001,28,22,1,17,26,19,-3,15.79,v2.6
27468,2024-07-14,3,145,DC012,28,21,1,16,25,19,-2,10.53,v3.1
27469,2024-07-14,3,255,DC017,28,25,2,20,30,27,2,7.41,v1.5
27470,2024-07-14,3,410,DC007,28,18,1,14,21,15,-3,20.0,v2.7
27471,2024-07-14,3,96,DC004,28,26,2,20,31,21,-5,23.81,v3.4
27472,2024-07-14,3,105,DC001,28,24,2,19,28,27,3,11.11,v3.1
27473,2024-07-14,3,39,DC015,28,26,2,20,31,27,1,3.7,v3.4
27474,2024-07-14,3,425,DC020,28,21,1,16,25,19,-2,10.53,v1.6
27475,2024-07-14,3,14,DC014,28,21,1,16,25,21,0,0.0,v2.5
27476,2024-07-14,3,860,DC009,28,23,1,18,27,25,2,8.0,v2.8
27477,2024-07-14,3,726,DC004,28,18,1,14,21,19,1,5.26,v1.9
27478,2024-07-14,3,440,DC011,28,17,1,13,20,17,0,0.0,v3.4
27479,2024-07-14,3,834,DC015,28,21,1,16,25,17,-4,23.53,v3.8
27480,2024-07-14,3,259,DC012,28,19,1,15,22,17,-2,11.76,v2.9
27481,2024-07-14,3,786,DC018,28,20,1,16,24,23,3,13.04,v3.0
27482,2024-07-14,3,531,DC003,28,17,1,13,20,16,-1,6.25,v1.5
27483,2024-07-14,3,577,DC012,28,21,1,16,25,17,-4,23.53,v3.6
27484,2024-07-14,3,814,DC022,28,15,1,12,18,12,-3,25.0,v1.2
27485,2024-07-14,3,45,DC003,28,21,1,16,25,20,-1,5.0,v3.7
27486,2024-07-14,3,217,DC010,28,12,1,9,14,13,1,7.69,v2.7
27487,2024-07-14,3,380,DC005,28,19,1,15,22,22,3,13.64,v2.4
27488,2024-07-14,3,465,DC025,28,22,1,17,26,24,2,8.33,v1.7
27489,2024-07-14,3,200,DC012,28,29,2,23,34,28,-1,3.57,v2.1
27490,2024-07-14,3,337,DC008,28,18,1,14,21,15,-3,20.0,v2.8
27491,2024-07-14,3,47,DC024,28,17,1,13,20,16,-1,6.25,v3.3
27492,2024-07-14,3,12,DC018,28,16,1,12,19,16,0,0.0,v1.2
27493,2024-07-14,3,316,DC025,28,22,1,17,26,25,3,12.0,v1.1
27494,2024-07-14,3,708,DC010,28,12,1,9,14,12,0,0.0,v3.3
27495,2024-07-14,3,896,DC019,28,25,2,20,30,22,-3,13.64,v3.8
27496,2024-07-14,3,668,DC024,28,26,2,20,31,30,4,13.33,v1.8
27497,2024-07-14,3,625,DC022,28,28,2,22,33,26,-2,7.69,v3.6
27498,2024-07-14,3,90,DC004,28,17,1,13,20,15,-2,13.33,v2.3
27499,2024-07-14,3,830,DC020,28,24,2,19,28,20,-4,20.0,v1.5
27500,2024-07-14,3,457,DC011,28,18,1,14,21,16,-2,12.5,v3.3
27501,2024-07-14,31,854,DC019,28,16,1,12,19,12,-4,33.33,v2.2
27502,2024-07-14,31,248,DC003,28,20,1,16,24,22,2,9.09,v2.4
27503,2024-07-14,31,447,DC023,28,19,1,15,22,22,3,13.64,v3.2
27504,2024-07-14,31,892,DC009,28,18,1,14,21,20,2,10.0,v2.2
27505,2024-07-14,31,704,DC025,28,21,1,16,25,20,-1,5.0,v1.7
27506,2024-07-14,31,923,DC011,28,20,1,16,24,17,-3,17.65,v1.4
27507,2024-07-14,31,357,DC011,28,24,2,19,28,28,4,14.29,v2.8
27508,2024-07-14,31,336,DC008,28,18,1,14,21,20,2,10.0,v3.7
27509,2024-07-14,31,507,DC018,28,21,1,16,25,20,-1,5.0,v3.5
27510,2024-07-14,31,51,DC017,28,21,1,16,25,21,0,0.0,v2.5
27511,2024-07-14,31,656,DC017,28,22,1,17,26,20,-2,10.0,v1.9
27512,2024-07-14,31,935,DC003,28,16,1,12,19,17,1,5.88,v3.7
27513,2024-07-14,31,367,DC007,28,19,1,15,22,21,2,9.52,v3.9
27514,2024-07-14,31,395,DC008,28,13,1,10,15,13,0,0.0,v3.2
27515,2024-07-14,31,258,DC006,28,14,1,11,16,11,-3,27.27,v3.9
27516,2024-07-14,31,152,DC004,28,16,1,12,19,15,-1,6.67,v1.9
27517,2024-07-14,31,745,DC019,28,22,1,17,26,19,-3,15.79,v1.5
27518,2024-07-14,31,145,DC020,28,27,2,21,32,28,1,3.57,v3.1
27519,2024-07-14,31,255,DC006,28,28,2,22,33,27,-1,3.7,v1.1
27520,2024-07-14,31,410,DC019,28,17,1,13,20,14,-3,21.43,v2.5
27521,2024-07-14,31,96,DC022,28,30,2,24,36,33,3,9.09,v3.5
27522,2024-07-14,31,105,DC008,28,19,1,15,22,18,-1,5.56,v3.2
27523,2024-07-14,31,39,DC003,28,19,1,15,22,21,2,9.52,v1.7
27524,2024-07-14,31,425,DC019,28,21,1,16,25,22,1,4.55,v3.7
27525,2024-07-14,31,14,DC020,28,28,2,22,33,25,-3,12.0,v1.7
27526,2024-07-14,31,860,DC015,28,21,1,16,25,21,0,0.0,v2.6
27527,2024-07-14,31,726,DC011,28,16,1,12,19,12,-4,33.33,v3.0
27528,2024-07-14,31,440,DC016,28,19,1,15,22,19,0,0.0,v3.5
27529,2024-07-14,31,834,DC023,28,22,1,17,26,21,-1,4.76,v3.9
27530,2024-07-14,31,259,DC010,28,14,1,11,16,11,-3,27.27,v3.3
27531,2024-07-14,31,786,DC021,28,22,1,17,26,25,3,12.0,v1.8
27532,2024-07-14,31,531,DC021,28,22,1,17,26,24,2,8.33,v2.4
27533,2024-07-14,31,577,DC004,28,17,1,13,20,14,-3,21.43,v2.1
27534,2024-07-14,31,814,DC017,28,20,1,16,24,21,1,4.76,v2.9
27535,2024-07-14,31,45,DC005,28,19,1,15,22,15,-4,26.67,v2.4
27536,2024-07-14,31,217,DC014,28,19,1,15,22,20,1,5.0,v3.3
27537,2024-07-14,31,380,DC017,28,20,1,16,24,16,-4,25.0,v2.8
27538,2024-07-14,31,465,DC007,28,12,1,9,14,10,-2,20.0,v2.5
27539,2024-07-14,31,200,DC004,28,25,2,20,30,29,4,13.79,v2.9
27540,2024-07-14,31,337,DC015,28,17,1,13,20,19,2,10.53,v1.3
27541,2024-07-14,31,47,DC018,28,28,2,22,33,28,0,0.0,v2.1
27542,2024-07-14,31,12,DC002,28,25,2,20,30,29,4,13.79,v1.9
27543,2024-07-14,31,316,DC012,28,17,1,13,20,17,0,0.0,v2.1
27544,2024-07-14,31,708,DC007,28,28,2,22,33,24,-4,16.67,v3.3
27545,2024-07-14,31,896,DC003,28,18,1,14,21,20,2,10.0,v2.3
27546,2024-07-14,31,668,DC018,28,19,1,15,22,15,-4,26.67,v1.0
27547,2024-07-14,31,625,DC009,28,21,1,16,25,21,0,0.0,v3.8
27548,2024-07-14,31,90,DC012,28,19,1,15,22,19,0,0.0,v3.6
27549,2024-07-14,31,830,DC006,28,25,2,20,30,24,-1,4.17,v1.4
27550,2024-07-14,31,457,DC015,28,17,1,13,20,13,-4,30.77,v3.8
